age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
40,entrepreneur,married,tertiary,no,2310,yes,yes,cellular,8,apr,120,1,294,1,failure,no
59,housemaid,married,secondary,no,0,no,no,telephone,27,oct,376,1,81,3,failure,no
74,retired,married,tertiary,no,4912,no,no,telephone,20,apr,268,2,181,3,failure,no
28,management,single,tertiary,no,223,yes,no,cellular,1,jun,303,1,278,3,success,yes
28,management,single,tertiary,no,1720,no,no,cellular,14,sep,230,1,91,4,success,yes
38,blue-collar,divorced,secondary,no,0,yes,no,telephone,20,apr,162,1,181,5,success,yes
29,management,single,tertiary,no,874,yes,no,cellular,16,sep,152,1,103,1,success,yes
35,management,married,secondary,no,724,yes,no,cellular,14,jul,287,2,415,1,failure,yes
41,technician,single,tertiary,no,1646,yes,no,cellular,5,aug,172,3,92,8,success,yes
29,blue-collar,married,secondary,no,-114,yes,no,cellular,15,may,132,2,359,2,failure,no
37,self-employed,married,primary,no,90,yes,no,telephone,6,may,39,1,363,2,failure,no
53,technician,divorced,secondary,no,388,yes,yes,cellular,29,jan,67,1,247,1,failure,no
32,technician,married,tertiary,no,2688,no,no,cellular,14,oct,216,1,57,1,failure,yes
51,management,married,tertiary,no,1854,yes,yes,cellular,7,may,166,3,338,2,failure,no
23,student,single,secondary,no,480,no,no,cellular,9,feb,742,2,182,1,failure,yes
51,services,married,secondary,no,107,yes,no,telephone,13,may,99,2,369,4,failure,no
30,management,single,tertiary,no,0,yes,no,cellular,5,may,381,1,342,7,failure,no
40,blue-collar,married,primary,no,451,yes,no,cellular,6,feb,356,3,262,1,failure,no
30,technician,single,secondary,no,500,yes,no,cellular,8,nov,176,1,543,3,failure,no
47,management,married,tertiary,no,0,yes,no,cellular,4,mar,194,2,181,3,failure,no
59,entrepreneur,married,secondary,no,496,no,no,cellular,22,oct,738,3,183,1,success,yes
33,management,single,tertiary,no,224,no,no,cellular,23,jun,342,2,107,2,success,yes
33,management,single,tertiary,no,718,yes,no,cellular,29,jun,271,1,84,3,success,yes
35,management,divorced,tertiary,no,538,yes,no,cellular,21,nov,109,2,193,4,failure,no
32,blue-collar,single,secondary,no,1291,yes,no,cellular,7,may,223,1,293,1,failure,no
38,technician,married,secondary,no,4030,yes,no,cellular,19,nov,75,2,177,5,failure,no
38,entrepreneur,single,secondary,no,2543,no,no,cellular,10,aug,223,1,414,4,failure,yes
80,retired,married,primary,no,1468,no,no,cellular,13,jul,256,2,181,3,success,no
25,admin.,single,tertiary,no,1185,no,no,cellular,7,oct,290,1,114,1,failure,yes
31,blue-collar,married,secondary,no,2289,yes,yes,cellular,20,apr,79,1,151,1,failure,no
32,blue-collar,divorced,primary,no,158,yes,no,cellular,5,feb,728,4,253,1,failure,no
50,management,married,tertiary,no,1612,no,no,cellular,15,sep,188,1,92,4,success,no
32,technician,divorced,secondary,no,18,no,no,telephone,19,nov,20,1,177,1,failure,no
28,admin.,divorced,secondary,no,451,yes,no,cellular,13,may,302,1,301,1,success,yes
77,retired,married,primary,no,2223,no,no,telephone,10,aug,365,2,187,1,success,no
39,blue-collar,married,primary,no,3324,no,no,cellular,17,nov,96,1,131,1,failure,no
27,management,single,tertiary,no,1720,no,no,cellular,3,nov,284,2,273,1,failure,yes
31,services,single,secondary,no,481,yes,no,cellular,20,nov,106,2,183,2,failure,no
48,services,married,secondary,no,665,yes,no,cellular,7,apr,271,2,230,3,failure,no
64,retired,married,primary,no,12067,no,no,telephone,30,jul,367,2,92,2,success,yes
50,services,married,secondary,no,320,no,no,telephone,21,dec,294,3,315,4,success,yes
41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,184,6,success,yes
35,blue-collar,married,secondary,no,262,no,no,cellular,2,jul,96,2,109,4,success,no
38,management,married,tertiary,no,1198,yes,no,cellular,3,sep,91,3,213,1,failure,no
33,management,married,tertiary,no,1071,no,no,cellular,2,feb,84,2,174,4,failure,no
30,management,single,tertiary,no,0,yes,no,cellular,2,apr,293,2,314,2,failure,no
70,technician,married,secondary,no,3020,no,no,telephone,2,nov,358,2,186,1,failure,no
46,management,married,tertiary,no,716,yes,yes,cellular,8,may,557,1,172,1,failure,no
32,self-employed,married,primary,no,1074,yes,no,cellular,17,apr,38,1,329,2,failure,no
32,blue-collar,married,primary,no,2085,yes,yes,cellular,20,nov,146,1,185,3,failure,no
59,management,married,primary,no,252,yes,yes,cellular,17,nov,138,1,175,2,failure,no
59,entrepreneur,married,primary,no,0,no,no,telephone,19,nov,207,2,153,1,failure,no
51,technician,married,secondary,no,2,yes,yes,cellular,4,feb,71,1,205,3,failure,no
42,blue-collar,married,primary,no,574,yes,no,cellular,6,apr,357,2,327,2,failure,no
58,admin.,married,primary,no,1119,no,no,cellular,6,apr,122,4,341,2,failure,no
38,technician,divorced,secondary,no,566,yes,no,cellular,8,may,44,2,275,2,failure,no
30,admin.,single,secondary,no,523,no,yes,cellular,12,jun,136,3,101,1,success,no
45,technician,married,secondary,no,3395,yes,no,cellular,18,nov,92,1,188,1,failure,no
34,management,married,tertiary,no,8000,no,no,cellular,12,feb,291,1,260,2,failure,yes
52,blue-collar,divorced,primary,no,29,yes,no,cellular,15,may,223,2,298,1,failure,no
34,blue-collar,married,secondary,no,467,yes,no,cellular,13,may,195,2,357,2,failure,no
39,technician,single,secondary,no,1104,no,no,cellular,20,nov,333,2,105,2,success,no
50,technician,single,secondary,no,246,yes,no,cellular,17,nov,270,1,123,2,failure,no
33,admin.,single,tertiary,no,272,yes,no,cellular,1,jun,326,1,237,2,failure,yes
27,management,single,secondary,no,565,yes,no,cellular,18,may,170,2,346,11,failure,no
69,retired,married,primary,no,2398,no,no,cellular,12,apr,161,1,186,1,failure,no
36,unemployed,married,tertiary,no,7222,yes,no,cellular,4,may,104,1,181,5,failure,no
57,technician,married,tertiary,no,3082,yes,yes,cellular,20,apr,267,2,294,3,failure,no
46,blue-collar,married,primary,no,665,no,no,cellular,30,jan,89,4,235,2,failure,no
34,management,single,tertiary,no,11350,yes,no,cellular,15,may,153,1,176,1,failure,no
37,technician,single,tertiary,no,197,no,no,cellular,16,nov,175,1,200,1,success,yes
35,admin.,married,secondary,no,34,yes,no,cellular,13,may,249,2,365,3,failure,no
54,retired,married,secondary,no,2626,no,no,cellular,19,nov,221,2,190,2,failure,no
29,technician,single,tertiary,no,370,yes,no,cellular,29,jan,119,2,251,5,failure,no
28,blue-collar,married,primary,no,60,yes,no,cellular,6,may,161,1,337,1,failure,no
39,admin.,married,secondary,no,260,yes,no,cellular,11,aug,175,2,116,2,failure,yes
59,management,married,tertiary,no,2764,no,no,cellular,18,feb,459,1,56,3,failure,no
37,admin.,divorced,secondary,no,1573,yes,no,cellular,12,may,639,3,326,10,failure,no
34,management,married,tertiary,no,1388,yes,no,cellular,1,sep,222,1,93,4,failure,no
48,housemaid,single,primary,no,46,no,no,cellular,4,aug,118,1,1,3,success,yes
31,self-employed,single,tertiary,no,253,yes,no,cellular,7,may,157,1,349,4,failure,no
50,management,married,secondary,no,268,no,no,cellular,3,jun,74,2,90,2,failure,no
42,management,married,tertiary,no,783,yes,no,cellular,19,nov,77,2,128,3,failure,no
43,services,married,secondary,no,3689,yes,no,cellular,20,apr,165,1,321,1,failure,no
34,admin.,married,secondary,no,471,yes,no,cellular,8,may,146,3,340,2,failure,no
59,management,married,tertiary,no,2239,no,no,cellular,20,aug,377,6,90,1,success,yes
37,services,divorced,secondary,no,241,yes,no,cellular,14,may,189,1,371,1,failure,no
37,management,single,tertiary,no,876,yes,no,cellular,15,apr,140,4,327,2,failure,no
41,management,married,tertiary,no,8902,yes,no,cellular,20,apr,16,3,249,5,failure,no
27,blue-collar,single,secondary,no,940,yes,no,cellular,15,may,141,1,343,3,failure,no
33,admin.,divorced,secondary,no,661,yes,no,cellular,11,aug,108,1,99,7,failure,no
63,housemaid,married,tertiary,no,1528,no,no,cellular,18,jan,309,2,95,3,success,no
42,unemployed,married,secondary,no,8131,yes,no,cellular,21,nov,173,4,175,1,failure,no
33,blue-collar,married,secondary,no,-63,yes,no,cellular,15,may,126,2,350,1,failure,no
56,unemployed,married,secondary,no,-246,no,yes,cellular,28,jan,461,2,204,2,failure,no
49,retired,divorced,secondary,no,-268,yes,no,cellular,6,feb,42,2,206,5,failure,no
43,services,married,secondary,no,2145,no,no,cellular,25,aug,291,2,95,4,success,yes
32,technician,divorced,secondary,no,202,yes,no,cellular,4,feb,429,1,201,1,failure,no
30,technician,married,secondary,no,398,yes,no,cellular,17,apr,132,2,238,2,failure,no
37,entrepreneur,married,tertiary,no,836,yes,no,cellular,20,nov,223,1,177,2,failure,no
36,technician,single,secondary,no,103,yes,no,cellular,5,may,122,2,344,2,failure,no
34,admin.,married,tertiary,no,0,yes,yes,cellular,3,aug,108,2,180,7,failure,no
31,admin.,married,secondary,no,4457,yes,no,cellular,16,apr,225,1,146,4,success,no
33,management,married,tertiary,no,663,yes,no,cellular,7,apr,381,1,243,4,failure,no
45,services,divorced,secondary,no,0,yes,yes,cellular,21,nov,173,1,192,1,failure,no
31,admin.,single,tertiary,no,253,yes,no,cellular,13,may,82,5,355,4,failure,no
40,services,married,secondary,no,0,yes,no,cellular,21,nov,43,1,185,2,failure,no
31,services,married,secondary,no,1801,yes,no,telephone,6,feb,136,1,274,2,failure,no
47,blue-collar,single,secondary,no,152,yes,no,cellular,3,feb,193,3,271,4,failure,no
42,services,married,secondary,no,1027,yes,no,telephone,16,apr,63,2,150,4,failure,no
37,technician,married,secondary,no,1120,yes,no,cellular,29,jan,88,3,244,5,failure,no
28,services,single,secondary,no,6332,yes,no,telephone,7,may,149,1,343,4,failure,no
47,technician,married,secondary,no,335,no,no,cellular,4,may,417,1,76,1,success,yes
45,services,married,secondary,no,744,yes,no,cellular,11,may,211,2,347,1,failure,no
31,admin.,single,secondary,no,554,yes,no,cellular,11,feb,80,1,6,1,failure,no
31,management,single,tertiary,no,112,yes,no,cellular,2,feb,159,2,271,1,failure,no
32,management,married,tertiary,no,91,no,no,cellular,18,may,126,2,356,2,failure,no
47,technician,married,secondary,no,536,yes,no,cellular,18,may,778,2,336,2,success,no
30,admin.,married,secondary,no,396,yes,no,cellular,13,may,366,3,348,2,failure,yes
30,admin.,married,secondary,no,265,yes,no,cellular,12,may,342,1,354,2,failure,no
41,blue-collar,married,primary,no,5560,yes,no,cellular,12,may,280,2,335,3,failure,no
40,admin.,divorced,secondary,no,-607,yes,no,cellular,8,may,328,2,353,2,failure,no
25,student,single,secondary,no,1116,yes,no,cellular,1,jun,119,1,20,5,failure,no
44,admin.,married,secondary,no,132,no,no,cellular,21,dec,103,5,124,4,success,no
36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1008,1,347,2,success,yes
36,blue-collar,married,secondary,no,2894,yes,no,cellular,18,nov,91,1,124,1,failure,no
32,self-employed,single,tertiary,no,1815,no,no,telephone,10,aug,235,1,102,2,failure,yes
43,technician,married,secondary,no,4056,no,no,cellular,4,may,13,6,89,2,failure,no
40,technician,married,secondary,no,504,yes,no,cellular,2,feb,96,1,266,1,failure,no
33,technician,married,secondary,no,3071,yes,yes,cellular,20,nov,46,2,122,1,failure,no
77,retired,married,tertiary,no,0,no,no,cellular,16,oct,847,1,60,1,success,yes
37,management,married,secondary,no,510,yes,no,cellular,19,nov,67,2,90,6,failure,no
32,management,single,tertiary,no,3283,no,no,cellular,12,aug,623,2,191,2,success,yes
39,technician,single,tertiary,no,54,yes,no,cellular,3,apr,204,2,248,12,failure,no
47,technician,married,secondary,no,2149,yes,no,cellular,15,oct,241,1,183,2,success,no
65,retired,divorced,primary,no,1840,no,no,cellular,1,sep,191,2,92,7,failure,no
56,management,married,tertiary,no,616,no,no,cellular,13,aug,293,2,105,2,success,yes
41,management,married,tertiary,no,298,no,no,cellular,15,mar,209,2,315,4,failure,no
31,technician,single,primary,no,449,yes,no,cellular,4,feb,140,4,252,1,failure,no
52,management,married,secondary,no,335,no,no,cellular,21,oct,411,1,182,1,failure,yes
42,blue-collar,married,primary,no,-97,yes,no,cellular,3,feb,216,4,271,5,failure,no
46,blue-collar,married,secondary,no,66,yes,no,cellular,12,may,211,1,364,3,failure,no
28,student,single,secondary,no,970,no,no,cellular,8,nov,137,1,96,1,failure,no
42,blue-collar,married,secondary,no,4900,yes,no,telephone,11,may,231,1,284,2,failure,no
38,management,single,tertiary,no,427,yes,no,cellular,18,nov,253,1,182,1,failure,no
32,blue-collar,married,secondary,no,10287,yes,no,cellular,27,may,281,4,188,1,failure,yes
46,management,divorced,tertiary,no,6269,yes,no,telephone,18,nov,249,3,112,2,failure,no
33,management,married,tertiary,no,271,yes,no,cellular,13,nov,182,2,91,2,success,yes
54,management,married,tertiary,no,6525,yes,no,cellular,19,nov,133,1,170,3,failure,no
41,housemaid,married,primary,no,322,no,no,cellular,7,may,105,1,324,2,failure,no
49,technician,married,tertiary,no,0,no,yes,cellular,28,jul,67,5,252,1,failure,no
46,technician,married,tertiary,no,157,no,no,cellular,5,feb,120,2,224,1,failure,no
40,services,single,secondary,no,19343,yes,no,cellular,21,nov,13,4,179,4,failure,no
26,student,single,secondary,no,611,no,no,cellular,13,aug,138,2,69,3,failure,no
49,management,married,tertiary,no,1167,yes,yes,cellular,25,jun,213,6,150,8,failure,yes
31,services,single,secondary,no,442,yes,no,cellular,29,jan,355,3,258,3,failure,no
32,technician,single,secondary,no,28,yes,no,cellular,17,apr,598,1,150,1,failure,no
23,student,single,secondary,no,0,no,no,cellular,7,aug,217,1,99,7,success,yes
34,management,married,tertiary,no,1433,no,no,cellular,20,nov,111,3,104,3,failure,no
36,management,single,tertiary,no,3850,yes,no,cellular,12,aug,239,2,100,4,failure,yes
30,blue-collar,married,secondary,no,313,yes,yes,cellular,6,may,311,3,364,1,failure,no
22,blue-collar,single,secondary,no,682,no,no,cellular,5,jun,126,2,91,1,success,yes
30,management,single,tertiary,no,872,yes,no,cellular,15,may,61,1,298,2,failure,no
38,technician,single,secondary,no,884,yes,yes,cellular,17,apr,113,2,149,3,failure,no
50,blue-collar,married,secondary,no,825,yes,no,cellular,16,apr,18,3,273,1,failure,no
29,technician,single,secondary,no,213,yes,no,cellular,15,may,174,1,361,1,failure,no
27,blue-collar,single,secondary,no,535,no,no,cellular,13,may,159,1,87,3,success,yes
55,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,167,1,181,3,success,yes
50,management,divorced,tertiary,no,2564,yes,no,cellular,21,nov,124,4,113,8,failure,no
30,admin.,single,secondary,no,873,no,no,cellular,7,oct,301,1,216,2,failure,no
58,admin.,married,secondary,no,3927,no,no,cellular,11,oct,124,3,363,1,failure,no
75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,success,yes
33,admin.,married,secondary,no,1293,yes,no,cellular,15,may,245,9,373,2,failure,no
43,technician,married,secondary,no,1865,yes,no,cellular,17,nov,155,1,186,1,failure,no
43,services,married,secondary,no,774,no,no,cellular,24,jun,482,1,91,2,success,yes
38,management,married,tertiary,no,-120,yes,no,cellular,11,may,148,1,367,2,failure,no
42,blue-collar,married,primary,no,7735,yes,no,cellular,13,apr,166,1,144,2,failure,no
26,blue-collar,single,primary,no,52,yes,no,cellular,20,apr,271,1,300,2,success,no
59,housemaid,married,secondary,no,0,no,no,telephone,7,aug,107,2,63,1,failure,no
32,housemaid,married,primary,no,-184,yes,no,cellular,6,feb,129,2,197,1,failure,no
61,management,married,tertiary,no,0,yes,yes,cellular,1,apr,158,1,115,2,failure,no
40,blue-collar,single,primary,no,366,yes,yes,cellular,28,jan,168,2,205,1,failure,no
31,management,single,tertiary,no,924,no,no,cellular,7,sep,231,1,94,3,success,yes
38,admin.,married,secondary,no,47,yes,no,cellular,10,aug,120,1,98,5,success,no
43,management,married,tertiary,no,228,yes,no,cellular,26,may,55,1,113,1,failure,no
49,technician,married,secondary,no,177,yes,yes,cellular,28,jan,90,1,204,1,failure,no
60,retired,married,secondary,no,263,no,no,cellular,2,jul,317,1,330,2,failure,no
30,entrepreneur,married,secondary,yes,-388,yes,no,cellular,7,may,263,1,293,3,failure,no
35,blue-collar,married,secondary,no,1831,yes,no,cellular,13,may,96,2,358,2,failure,no
35,management,single,tertiary,no,2015,no,no,cellular,15,jun,60,1,390,1,failure,no
52,management,married,tertiary,no,2428,yes,no,cellular,21,nov,294,1,116,3,failure,no
29,student,single,secondary,no,949,yes,no,cellular,15,may,109,2,352,1,success,no
47,technician,married,secondary,no,1167,yes,no,cellular,2,feb,139,3,73,2,success,no
31,blue-collar,married,primary,no,2929,yes,no,cellular,20,apr,237,3,150,3,failure,no
52,admin.,married,primary,no,576,yes,no,cellular,5,may,139,1,286,1,failure,no
49,management,divorced,tertiary,no,108,yes,no,cellular,12,may,288,2,350,2,failure,no
28,admin.,married,secondary,no,-97,yes,no,cellular,29,jan,79,1,225,2,success,no
49,unemployed,divorced,tertiary,no,780,no,no,cellular,8,nov,148,1,871,2,failure,no
38,management,single,tertiary,no,493,yes,no,cellular,11,may,553,1,367,7,failure,no
60,admin.,married,secondary,no,-396,yes,no,cellular,11,may,443,1,350,1,failure,no
28,admin.,single,tertiary,no,313,no,yes,cellular,26,jul,461,2,326,4,failure,no
40,technician,single,secondary,no,822,yes,yes,cellular,29,jan,155,2,245,3,failure,no
32,management,single,tertiary,no,2667,yes,no,cellular,19,nov,197,1,99,2,success,no
36,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,171,1,172,3,failure,no
29,blue-collar,married,secondary,no,3310,no,no,cellular,2,jun,344,2,117,2,failure,no
80,retired,married,primary,no,997,no,no,cellular,28,jan,151,1,91,3,success,yes
33,management,single,tertiary,no,1345,yes,no,cellular,29,jan,257,1,262,3,failure,no
52,management,married,tertiary,no,0,yes,no,cellular,3,feb,790,1,249,1,failure,no
31,unemployed,single,secondary,no,500,yes,no,cellular,18,may,184,2,350,2,failure,no
37,management,single,tertiary,no,1743,yes,no,cellular,18,nov,192,1,113,2,failure,no
53,technician,married,secondary,no,5303,yes,no,telephone,17,apr,320,3,180,1,success,yes
47,technician,married,secondary,no,1167,yes,no,cellular,4,aug,505,1,96,6,success,yes
65,admin.,married,secondary,no,952,no,no,cellular,6,sep,255,1,96,1,success,yes
28,services,single,secondary,no,1820,yes,no,cellular,5,feb,134,2,203,1,success,no
84,retired,married,tertiary,no,4761,no,no,telephone,9,sep,1405,1,92,3,failure,yes
41,services,single,primary,no,5907,yes,no,cellular,7,may,198,1,167,5,failure,no
24,student,single,secondary,no,4126,no,no,cellular,2,oct,83,5,191,2,success,no
38,admin.,divorced,secondary,no,308,yes,no,cellular,4,feb,197,1,274,1,failure,no
